"","X","DRUG","CName","PName","cc_predict...2.","cc_real...2.","Acta_Normal"
"1124",26,"ZD-6474","NCIH1568_LUNG","NCI-H1568",-0.262689495571506,-0.400018525510723,-0.400018525510723
"1125",27,"ZD-6474","NCIH2085_LUNG","NCI-H2085",-0.267329222085662,-0.123513117043876,-0.123513117043876
"1126",28,"ZD-6474","NCIH2170_LUNG","NCI-H2170",-0.256005047815614,0.269422437657957,0.269422437657957
"1127",29,"ZD-6474","NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","NCO2",-0.245828365403533,1.09498858579469,1.09498858579469
"1128",30,"ZD-6474","PC3_PROSTATE","PC-3",-0.266766882073526,-0.428705152197097,-0.428705152197097
"1129",31,"ZD-6474","PK59_PANCREAS","PK-59",-0.245381656317965,-0.646024157071743,-0.646024157071743
"1130",32,"ZD-6474","SHP77_LUNG","SHP-77",-0.262115002708142,-0.695367745186904,-0.695367745186904
"1131",33,"ZD-6474","SJRH30_SOFT_TISSUE","SJRH30",-0.270341146954321,0.195018523295332,0.195018523295332
"1132",34,"ZD-6474","SKMEL2_SKIN","SK-MEL-2",-0.277604514250897,-0.929561998175475,-0.929561998175475
"1133",35,"ZD-6474","SKMEL5_SKIN","SK-MEL-5",-0.278019058822321,-0.771908586593886,-0.771908586593886
"1134",36,"ZD-6474","SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SK-MM-2",-0.245965674266073,-0.0665931512259938,-0.0665931512259938
"1135",37,"ZD-6474","SNU423_LIVER","SNU-423",-0.283131600629736,-0.815877479415663,-0.815877479415663
"1136",38,"ZD-6474","T47D_BREAST","T-47D",-0.254037197329006,-0.699771110005579,-0.699771110005579
"1137",39,"ZD-6474","TE5_OESOPHAGUS","TE-5",-0.246168794905907,-0.530306319851542,-0.530306319851542
